SNP	eGene	CHR	POS	SNP_PHENOTYPE	END	First_Level	PHENOTYPE	Metabolism	Locus	Locus name	Entrez Gene Name	Location	Type(s)	Most associated metabolite or ratio	Biochemical locus-metabolite relationship [PMID]	Predicted causal gene	eQTL (gene and tissue)	Complex trait association [PMID]	Metabolite association [PMID]	Inborn error metabolism	Gene/protein classification (DT=drug target, ME=metabolic enzyme, TP=transporter)	ChEMBL ID	Drug information	In development PharmaProjects (preclinical, Phase I to III, pre-registration, registration)	Failed PharmaProjects (Suspended, withdrawn, no development)	split_eQTLs	causal_eGene	split	Overlap
rs4343	PSMC5	17	61905032	aspartylphenylalanine/ X-14450--phenylalanylleucine	61909379	Genetic Information Processing, Human Diseases		False	129	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Plasma Membrane	peptidase	aspartylphenylalanine/ X-14450--phenylalanylleucine	ACE encodes the angiotensin I converting enzyme (peptidyldipeptidase A) 1.  Aspartylphenylalanine is a dipeptide closely related to aspartame. Ratio interpretation: both molecules are dipeptides which may each be products or one may be normalizing the dipeptide pool for the other.  X-14450 is phenylalanylleucine (possible 'selectivity')	ACE	FTSJ3-FAT	Angiotensin-converting enzyme activity [20066004]	aspartylphenylalanine [21886157]; Metabolite levels [23281178]	NA	DT	CHEMBL1808	Benazepril, Captopril, Enalapril, Fosinopril, Lisinopril, Moexipril, Perindopril, Quinapril, Ramipril, Spirapril, Trandolapril	2	126	FTSJ3 FAT	False	ACE	False
rs4343	KCNH6	17	61600695	aspartylphenylalanine/ X-14450--phenylalanylleucine	61626338	Unknown		False	129	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Plasma Membrane	peptidase	aspartylphenylalanine/ X-14450--phenylalanylleucine	ACE encodes the angiotensin I converting enzyme (peptidyldipeptidase A) 1.  Aspartylphenylalanine is a dipeptide closely related to aspartame. Ratio interpretation: both molecules are dipeptides which may each be products or one may be normalizing the dipeptide pool for the other.  X-14450 is phenylalanylleucine (possible 'selectivity')	ACE	FTSJ3-FAT	Angiotensin-converting enzyme activity [20066004]	aspartylphenylalanine [21886157]; Metabolite levels [23281178]	NA	DT	CHEMBL1808	Benazepril, Captopril, Enalapril, Fosinopril, Lisinopril, Moexipril, Perindopril, Quinapril, Ramipril, Spirapril, Trandolapril	2	126	FTSJ3 FAT	False	ACE	False
rs4343	DCAF7	17	61627822	aspartylphenylalanine/ X-14450--phenylalanylleucine	61671639	Unknown		False	129	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Plasma Membrane	peptidase	aspartylphenylalanine/ X-14450--phenylalanylleucine	ACE encodes the angiotensin I converting enzyme (peptidyldipeptidase A) 1.  Aspartylphenylalanine is a dipeptide closely related to aspartame. Ratio interpretation: both molecules are dipeptides which may each be products or one may be normalizing the dipeptide pool for the other.  X-14450 is phenylalanylleucine (possible 'selectivity')	ACE	FTSJ3-FAT	Angiotensin-converting enzyme activity [20066004]	aspartylphenylalanine [21886157]; Metabolite levels [23281178]	NA	DT	CHEMBL1808	Benazepril, Captopril, Enalapril, Fosinopril, Lisinopril, Moexipril, Perindopril, Quinapril, Ramipril, Spirapril, Trandolapril	2	126	FTSJ3 FAT	False	ACE	False
rs445925	BCAM	19	45312328	X-11820/ cholesterol	45324671	Unknown		False	135	APOE	apolipoprotein E	Extracellular Space	transporter	X-11820/ cholesterol	APOE|APOC1|APOC2 locus has been associated with LDL, HDL and total cholesterol levels in previous GWAS [20686565]. Ratio interpretation: n/a.	APOE|APOC1|APOC2	APOE-FAT,APOE-Skin,APOC2-LCL	Apolipoprotein Levels [23031429]; Cardiovascular disease risk factors [20838585]; Carotid intima media thickness [21909108]; Lipoprotein-associated phospholipase A2 activity and mass [23118302]	Metabolite levels [22916037]	Hyperlipidemia type 3	NA	NA	NA	2	15	APOE FAT APOE Skin APOC2 LCL	True	APOE APOC1 APOC2	False
rs445925	APOE	19	45409011	X-11820/ cholesterol	45412650	Organismal Systems		False	135	APOE	apolipoprotein E	Extracellular Space	transporter	X-11820/ cholesterol	APOE|APOC1|APOC2 locus has been associated with LDL, HDL and total cholesterol levels in previous GWAS [20686565]. Ratio interpretation: n/a.	APOE|APOC1|APOC2	APOE-FAT,APOE-Skin,APOC2-LCL	Apolipoprotein Levels [23031429]; Cardiovascular disease risk factors [20838585]; Carotid intima media thickness [21909108]; Lipoprotein-associated phospholipase A2 activity and mass [23118302]	Metabolite levels [22916037]	Hyperlipidemia type 3	NA	NA	NA	2	15	APOE FAT APOE Skin APOC2 LCL	True	APOE APOC1 APOC2	True
rs445925	RYR1	19	38924339	X-11820/ cholesterol	39078204	Environmental Information Processing, Organismal Systems		False	135	APOE	apolipoprotein E	Extracellular Space	transporter	X-11820/ cholesterol	APOE|APOC1|APOC2 locus has been associated with LDL, HDL and total cholesterol levels in previous GWAS [20686565]. Ratio interpretation: n/a.	APOE|APOC1|APOC2	APOE-FAT,APOE-Skin,APOC2-LCL	Apolipoprotein Levels [23031429]; Cardiovascular disease risk factors [20838585]; Carotid intima media thickness [21909108]; Lipoprotein-associated phospholipase A2 activity and mass [23118302]	Metabolite levels [22916037]	Hyperlipidemia type 3	NA	NA	NA	2	15	APOE FAT APOE Skin APOC2 LCL	True	APOE APOC1 APOC2	False
rs445925	RERE	1	8412457	X-11820/ cholesterol	8877702	Unknown		False	135	APOE	apolipoprotein E	Extracellular Space	transporter	X-11820/ cholesterol	APOE|APOC1|APOC2 locus has been associated with LDL, HDL and total cholesterol levels in previous GWAS [20686565]. Ratio interpretation: n/a.	APOE|APOC1|APOC2	APOE-FAT,APOE-Skin,APOC2-LCL	Apolipoprotein Levels [23031429]; Cardiovascular disease risk factors [20838585]; Carotid intima media thickness [21909108]; Lipoprotein-associated phospholipase A2 activity and mass [23118302]	Metabolite levels [22916037]	Hyperlipidemia type 3	NA	NA	NA	2	15	APOE FAT APOE Skin APOC2 LCL	True	APOE APOC1 APOC2	False
rs4488133	HPS1	10	100175955	X-12092	100206684	Unknown		False	84	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	unknown	other	X-12092	PYROXD2 was shown to associate with plasma dimethylamine levels in a previous GWAS [21931564]	PYROXD2	NA	NA	X-12092, X-12093 [23093944]; TMAu [21931564]; Asymmetric dimethylarginine [23823483]	NA	NA	NA	NA	NA	NA	NA	False	PYROXD2	False
rs4488133	PYROXD2	10	100143322	X-12092	100174941	Unknown		False	84	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	unknown	other	X-12092	PYROXD2 was shown to associate with plasma dimethylamine levels in a previous GWAS [21931564]	PYROXD2	NA	NA	X-12092, X-12093 [23093944]; TMAu [21931564]; Asymmetric dimethylarginine [23823483]	NA	NA	NA	NA	NA	NA	NA	False	PYROXD2	True
rs4488133	SFRP5	10	99526508	X-12092	99531709	Environmental Information Processing		False	84	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	unknown	other	X-12092	PYROXD2 was shown to associate with plasma dimethylamine levels in a previous GWAS [21931564]	PYROXD2	NA	NA	X-12092, X-12093 [23093944]; TMAu [21931564]; Asymmetric dimethylarginine [23823483]	NA	NA	NA	NA	NA	NA	NA	False	PYROXD2	False
rs4488133	FAM53B	10	126307861	X-12092	126432838	Unknown		False	84	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2	unknown	other	X-12092	PYROXD2 was shown to associate with plasma dimethylamine levels in a previous GWAS [21931564]	PYROXD2	NA	NA	X-12092, X-12093 [23093944]; TMAu [21931564]; Asymmetric dimethylarginine [23823483]	NA	NA	NA	NA	NA	NA	NA	False	PYROXD2	False
rs4625783	AC132872.2	17	80214131	3-(4-hydroxyphenyl)lactate	80216080	Unknown		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	CCDC57	17	80059336	3-(4-hydroxyphenyl)lactate	80170706	Unknown		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	GCGR	17	79762010	3-(4-hydroxyphenyl)lactate	79771889	Environmental Information Processing, Organismal Systems		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	LRRC45	17	79981178	3-(4-hydroxyphenyl)lactate	79989027	Unknown		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	ASPSCR1	17	79934683	3-(4-hydroxyphenyl)lactate	79975282	Human Diseases		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	DCXR	17	79993012	3-(4-hydroxyphenyl)lactate	79995608	Metabolism	Carbohydrate metabolism	True	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	FASN	17	80036214	3-(4-hydroxyphenyl)lactate	80056208	Metabolism, Environmental Information Processing, Organismal Systems	Lipid metabolism	True	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	RAC3	17	79989500	3-(4-hydroxyphenyl)lactate	79992078	Environmental Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	SLC16A3	17	80186273	3-(4-hydroxyphenyl)lactate	80219005	Human Diseases		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	RP11-137	17	80117932	3-(4-hydroxyphenyl)lactate	80118328	Unknown		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	GPS1	17	80008641	3-(4-hydroxyphenyl)lactate	80015346	Unknown		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	DUS1L	17	80015382	3-(4-hydroxyphenyl)lactate	80023763	Unknown		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	PTDSS2	11	448268	3-(4-hydroxyphenyl)lactate	491387	Metabolism	Lipid metabolism	True	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4625783	ZNF346	5	176449697	3-(4-hydroxyphenyl)lactate	176508190	Unknown		False	130	CCDC57	coiled-coil domain containing 57	unknown	other	3-(4-hydroxyphenyl)lactate	3-(4-hydroxyphenyl)lactate is derived from tyrosine metabolism	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	unknown	False
rs4675874	C2orf54	2	241825465	X-12556	241836306	Unknown		False	24	AGXT	alanine-glyoxylate aminotransferase	Cytoplasm	enzyme	X-12556	X-12556 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	False	unknown	False
rs4675874	AGXT	2	241807896	X-12556	241818537	Metabolism, Cellular Processes	Amino acid metabolism	True	24	AGXT	alanine-glyoxylate aminotransferase	Cytoplasm	enzyme	X-12556	X-12556 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	False	unknown	False
rs4675874	SNED1	2	241938255	X-12556	242034011	Unknown		False	24	AGXT	alanine-glyoxylate aminotransferase	Cytoplasm	enzyme	X-12556	X-12556 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	False	unknown	False
rs4675874	AC104809.4	2	241894034	X-12556	241906848	Unknown		False	24	AGXT	alanine-glyoxylate aminotransferase	Cytoplasm	enzyme	X-12556	X-12556 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	False	unknown	False
rs4675874	AC104809.3	2	241858202	X-12556	241932728	Unknown		False	24	AGXT	alanine-glyoxylate aminotransferase	Cytoplasm	enzyme	X-12556	X-12556 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	False	unknown	False
rs4675874	AC005237.4	2	241955016	X-12556	241973020	Unknown		False	24	AGXT	alanine-glyoxylate aminotransferase	Cytoplasm	enzyme	X-12556	X-12556 is an unknown metabolite	unknown	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	False	unknown	False
rs4680	ARVCF	22	19957499	X-11593--O-methylascorbate*	20004331	Unknown		False	142	COMT	catechol-O-methyltransferase	Cytoplasm	enzyme	X-11593--O-methylascorbate*	COMT encodes catechol-O-methyltransferase, which can methylate ascorbic acid to form O-methylascorbate [7129800].  X-11593 was experimentally identified to be O-methylascorbate [23093944]	COMT	ZDHHC8-LCL	NA	X-11593,X-01911 [23093944]	NA	DT, ME	CHEMBL2023	Substrates: Levodopa; Inhibitors: Entacapone, Tolcapone	5	6	ZDHHC8 LCL	False	COMT	False
rs4680	COMT	22	19929130	X-11593--O-methylascorbate*	19957418	Metabolism, Organismal Systems	Amino acid metabolism	True	142	COMT	catechol-O-methyltransferase	Cytoplasm	enzyme	X-11593--O-methylascorbate*	COMT encodes catechol-O-methyltransferase, which can methylate ascorbic acid to form O-methylascorbate [7129800].  X-11593 was experimentally identified to be O-methylascorbate [23093944]	COMT	ZDHHC8-LCL	NA	X-11593,X-01911 [23093944]	NA	DT, ME	CHEMBL2023	Substrates: Levodopa; Inhibitors: Entacapone, Tolcapone	5	6	ZDHHC8 LCL	False	COMT	True
rs4680	RP3-400N	22	31688521	X-11593--O-methylascorbate*	31734007	Unknown		False	142	COMT	catechol-O-methyltransferase	Cytoplasm	enzyme	X-11593--O-methylascorbate*	COMT encodes catechol-O-methyltransferase, which can methylate ascorbic acid to form O-methylascorbate [7129800].  X-11593 was experimentally identified to be O-methylascorbate [23093944]	COMT	ZDHHC8-LCL	NA	X-11593,X-01911 [23093944]	NA	DT, ME	CHEMBL2023	Substrates: Levodopa; Inhibitors: Entacapone, Tolcapone	5	6	ZDHHC8 LCL	False	COMT	False
rs4680	ZFPM1	16	88519725	X-11593--O-methylascorbate*	88603424	Unknown		False	142	COMT	catechol-O-methyltransferase	Cytoplasm	enzyme	X-11593--O-methylascorbate*	COMT encodes catechol-O-methyltransferase, which can methylate ascorbic acid to form O-methylascorbate [7129800].  X-11593 was experimentally identified to be O-methylascorbate [23093944]	COMT	ZDHHC8-LCL	NA	X-11593,X-01911 [23093944]	NA	DT, ME	CHEMBL2023	Substrates: Levodopa; Inhibitors: Entacapone, Tolcapone	5	6	ZDHHC8 LCL	False	COMT	False
rs4687717	TKT	3	53258723	phosphate/ erythronate	53290047	Metabolism	Carbohydrate metabolism	True	27	TKT	transketolase	Cytoplasm	enzyme	phosphate/ erythronate	TKT encodes a transketolase which can take D-Erythrose 4-phosphate as a substrate [9924800]. Ratio interpretation:  TKT can take D-erythrose 4-phosphate as a substrate  'normalizing').  Plasma concentrations of the erythronate and phosphate may thus reflect cellular concentrations of the substrate.	TKT	PRKCD-Skin	NA	NA	NA	NA	CHEMBL4983	Compounds with activity in ChEMBL	NA	2	PRKCD Skin	False	TKT	True
rs4687717	ITIH4	3	52846991	phosphate/ erythronate	52864755	Unknown		False	27	TKT	transketolase	Cytoplasm	enzyme	phosphate/ erythronate	TKT encodes a transketolase which can take D-Erythrose 4-phosphate as a substrate [9924800]. Ratio interpretation:  TKT can take D-erythrose 4-phosphate as a substrate  'normalizing').  Plasma concentrations of the erythronate and phosphate may thus reflect cellular concentrations of the substrate.	TKT	PRKCD-Skin	NA	NA	NA	NA	CHEMBL4983	Compounds with activity in ChEMBL	NA	2	PRKCD Skin	False	TKT	False
rs4687717	PRKCD	3	53190025	phosphate/ erythronate	53226733	Cellular Processes, Organismal Systems, Human Diseases		False	27	TKT	transketolase	Cytoplasm	enzyme	phosphate/ erythronate	TKT encodes a transketolase which can take D-Erythrose 4-phosphate as a substrate [9924800]. Ratio interpretation:  TKT can take D-erythrose 4-phosphate as a substrate  'normalizing').  Plasma concentrations of the erythronate and phosphate may thus reflect cellular concentrations of the substrate.	TKT	PRKCD-Skin	NA	NA	NA	NA	CHEMBL4983	Compounds with activity in ChEMBL	NA	2	PRKCD Skin	False	TKT	False
rs4690909	PPID	4	159630776	octanoylcarnitine/ X-13435	159644548	Cellular Processes		False	38	ETFDH	electron-transferring-flavoprotein dehydrogenase	Cytoplasm	enzyme	octanoylcarnitine/ X-13435	ETFDH encodes a mitochondrial electron transfer flavoprotein dehydrogenase which is essential for electron transfer from the short-, medium- and long-chain acyl-CoA dehydrogenases.  Mutations in ETFDH lead to multiple acyl-CoA dehydrogenase deficiency, which is characterized by elevated short-, medium- and long-chain acyl carnitines [17412732].  Ratio interpretation:  octanoylcarnitine is a substrate.  X-13435 is most probably a 10:1 carnitine and may normalize for the medium chain length carnitine pool (possible 'normalizing')	ETFDH	ETFDH-FAT,ETFDH-LCL,ETFDH-Skin	NA	decanoylcarnitine [21886157]; C14:1-OH/C10 [20037589]	Glutaric acidemia type II	NA	NA	NA	NA	NA	ETFDH FAT ETFDH LCL ETFDH Skin	True	ETFDH	False
rs4690909	ETFDH	4	159593408	octanoylcarnitine/ X-13435	159630285	Unknown		False	38	ETFDH	electron-transferring-flavoprotein dehydrogenase	Cytoplasm	enzyme	octanoylcarnitine/ X-13435	ETFDH encodes a mitochondrial electron transfer flavoprotein dehydrogenase which is essential for electron transfer from the short-, medium- and long-chain acyl-CoA dehydrogenases.  Mutations in ETFDH lead to multiple acyl-CoA dehydrogenase deficiency, which is characterized by elevated short-, medium- and long-chain acyl carnitines [17412732].  Ratio interpretation:  octanoylcarnitine is a substrate.  X-13435 is most probably a 10:1 carnitine and may normalize for the medium chain length carnitine pool (possible 'normalizing')	ETFDH	ETFDH-FAT,ETFDH-LCL,ETFDH-Skin	NA	decanoylcarnitine [21886157]; C14:1-OH/C10 [20037589]	Glutaric acidemia type II	NA	NA	NA	NA	NA	ETFDH FAT ETFDH LCL ETFDH Skin	True	ETFDH	True
rs4784054	SLC38A7	16	58699013	phenyllactate (PLA)	58719008	Unknown		False	121	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	Cytoplasm	enzyme	phenyllactate (PLA)	GOT2 encodes mitochondrial glutamic-oxaloacetic transaminase 2 which can take each of the aromatic amino acids as substrates.  [4623131].  In particular, GOT2 catalyzes the conversion of phenylalanine to phenylpyruvate which is then converted to phenyllactate.	GOT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	GOT2	False
rs4784054	GOT2	16	58741035	phenyllactate (PLA)	58768261	Metabolism, Organismal Systems	Amino acid metabolism	True	121	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	Cytoplasm	enzyme	phenyllactate (PLA)	GOT2 encodes mitochondrial glutamic-oxaloacetic transaminase 2 which can take each of the aromatic amino acids as substrates.  [4623131].  In particular, GOT2 catalyzes the conversion of phenylalanine to phenylpyruvate which is then converted to phenyllactate.	GOT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	GOT2	True
rs4784054	RP11-410	16	58767816	phenyllactate (PLA)	59142878	Unknown		False	121	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	Cytoplasm	enzyme	phenyllactate (PLA)	GOT2 encodes mitochondrial glutamic-oxaloacetic transaminase 2 which can take each of the aromatic amino acids as substrates.  [4623131].  In particular, GOT2 catalyzes the conversion of phenylalanine to phenylpyruvate which is then converted to phenyllactate.	GOT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	GOT2	False
rs4787294	AC008731.1	16	24931582	scyllo-inositol	24932325	Unknown		False	119	SLC5A11	solute carrier family 5 (sodium/glucose cotransporter), member 11	Plasma Membrane	transporter	scyllo-inositol	SLC5A11 encodes a sodium/myo-inositol transporter (SMIT2) which can also transport scyllo-inostiol [21887366]	SLC5A11	SLC5A11-FAT	NA	NA	NA	NA	CHEMBL1744524	Compounds with low activity in ChEMBL	NA	NA	SLC5A11 FAT	True	SLC5A11	False
rs4787294	SLC5A11	16	24857162	scyllo-inositol	24922949	Unknown		False	119	SLC5A11	solute carrier family 5 (sodium/glucose cotransporter), member 11	Plasma Membrane	transporter	scyllo-inositol	SLC5A11 encodes a sodium/myo-inositol transporter (SMIT2) which can also transport scyllo-inostiol [21887366]	SLC5A11	SLC5A11-FAT	NA	NA	NA	NA	CHEMBL1744524	Compounds with low activity in ChEMBL	NA	NA	SLC5A11 FAT	True	SLC5A11	True
